F0,F1,F2,F3,F4,F5,F6,Labels
-0.40497714,3.7210882,3.7210882,-0.6018222,-0.11060013,-0.04037108,-0.6499072,2
2.105121,0.8599535,0.8599535,-0.4890964,-0.41397625,-6.434289,1.4222114,0
0.7382823,2.0021286,2.0021286,0.5323254,-0.51840866,-11.602594,1.1952733,1
0.78352267,-0.10561429,-0.10561429,2.9813578,0.9161887,1.4156187,-2.5245357,3
-0.2180531,-0.026181849,-0.026181849,-1.3376561,2.9056184,-10.452578,1.1035998,4
0.5060383,0.82166785,0.82166785,0.98951274,-0.9564349,-7.2354054,2.4195998,4
-2.682179,-1.450593,-1.450593,0.16698882,3.1730452,1.4296998,1.7438378,4
3.0664732,1.9865719,1.9865719,-0.37325162,1.177901,-5.6380515,-2.4409835,0
2.0625885,1.0564259,1.0564259,-0.09154517,-0.17596231,-5.537479,1.4811171,6
-0.5098504,0.9474545,0.9474545,0.26644424,0.16386634,-5.9202714,1.7571458,0
2.8947113,1.0018924,1.0018924,-0.5196905,0.48921472,-11.025543,2.022073,0
0.642718,0.5322558,0.5322558,-2.1038823,1.4535687,-8.883757,2.4670637,4
0.22810955,1.5449324,1.5449324,-0.7847056,0.13439058,8.116634,-1.8090847,5
1.093964,2.4755242,2.4755242,-1.5578098,2.230814,-7.6889453,-0.6980449,2
1.9503639,0.12199104,0.12199104,-1.0775644,0.18597369,-0.724864,-1.1999362,0
1.7843372,-0.67959625,-0.67959625,-1.5753514,1.4764271,-0.38718936,0.77056366,4
0.32035872,0.4320026,0.4320026,-0.9499993,2.8455534,-7.2924185,1.6573558,6
-0.5836395,-0.2266883,-0.2266883,-4.1147475,4.927457,-7.373042,5.1564903,6
0.48088968,-0.0979054,-0.0979054,-1.6498775,0.47535917,8.729717,-0.24370028,5
1.4803272,-0.7237976,-0.7237976,-1.3402536,1.2321036,-6.676964,1.1642691,4
0.38388908,2.663347,2.663347,0.4961709,-0.33354148,-3.8688278,-1.0146401,1
-0.6976951,0.09508137,0.09508137,2.9623537,0.40350872,-7.299659,-1.12501,3
1.2034211,-0.56125885,-0.56125885,1.640708,0.08698793,-8.098989,-0.47066122,3
0.18343814,-2.904092,-2.904092,-0.08372273,4.0003343,9.811201,-2.4182887,5
1.3090386,1.5559592,1.5559592,-2.1242373,-1.1713642,-5.021314,2.142454,6
2.3225586,3.6429486,3.6429486,-1.4496524,0.5679286,-9.172981,-1.2458719,2
0.5028414,1.7965902,1.7965902,-0.66212875,-1.8417946,-5.827371,3.1189613,6
-0.03100945,1.446815,1.446815,-0.17310862,0.41675517,-6.8717923,0.86948025,6
2.8628283,-0.5432677,-0.5432677,-3.0526834,-0.73847246,-6.9848394,0.23054194,1
1.3658738,0.714897,0.714897,-0.7276862,2.2595997,-3.7221358,-1.5094429,4
2.7548854,1.703492,1.703492,-0.57600707,1.2370349,-5.760693,1.5326121,0
1.6137251,0.6593713,0.6593713,0.11105312,0.8022127,-4.926357,1.0482497,6
0.16504154,1.8323693,1.8323693,0.22917308,1.5373673,-5.195349,3.0435169,4
2.3471222,1.9397851,1.9397851,-2.7434366,0.64672387,-5.642009,1.2765156,0
-0.5626526,1.6424214,1.6424214,-0.28337646,0.36209783,-2.9581344,-0.8573606,2
1.1210814,-0.47484377,-0.47484377,-0.84835863,1.0403094,-0.8214637,-0.0058369334,0
1.1021491,-2.6568515,-2.6568515,-2.2825449,3.328732,-0.061759084,1.1008116,4
3.8365853,2.4700077,2.4700077,0.71606284,-1.1393014,-10.823051,-1.2809464,0
1.1515688,1.4231433,1.4231433,-0.33359888,-0.9180728,-2.537282,-0.27286178,2
1.7488717,-0.4789681,-0.4789681,-1.1178857,2.6116085,-5.278303,-0.8386423,4
1.2868081,2.3258033,2.3258033,-1.3738406,1.1084983,-3.177385,-1.3459803,0
0.7611659,2.5264242,2.5264242,2.5260084,1.4103043,-11.335053,0.75447434,3
0.4164621,1.8319206,1.8319206,-2.1962166,0.5515022,-3.1124103,0.57012063,2
-1.326092,0.59468627,0.59468627,1.5143294,-0.54920185,1.3372872,-1.7504742,3
1.5603052,0.11320359,0.11320359,-1.2642058,-0.4676364,-2.4250038,0.93887955,0
1.0667614,0.26721978,0.26721978,-1.5054833,1.1558949,-10.66894,4.335083,6
1.145251,1.2606987,1.2606987,-0.44607115,-1.5151877,-6.756339,1.7623152,6
3.3206925,0.62154055,0.62154055,-0.20687611,-0.3687076,-2.4555821,-0.13233835,0
2.520666,1.3520135,1.3520135,0.07033201,0.48290345,-7.794144,0.67985374,4
-0.015995547,0.40889487,0.40889487,0.13096775,0.38552478,-7.6428204,1.4705733,4
1.4307586,-0.5673066,-0.5673066,-0.8205114,-1.4765564,-4.6818495,2.9072077,6
2.866568,0.52181596,0.52181596,-0.5189895,0.76523477,-4.3661747,-0.83415836,0
1.8031001,2.7862282,2.7862282,0.68662894,-0.114529245,-12.875461,0.39920923,3
4.470083,1.7165776,1.7165776,-4.1381316,0.57761663,-8.327319,-0.6427651,0
0.40983897,3.0287726,3.0287726,-2.4369771,-0.35253656,-0.6403376,-0.07465679,2
0.9414844,0.41395122,0.41395122,-0.38444972,-0.4771161,-11.029863,1.4893339,1
-1.146,-0.30304217,-0.30304217,-1.9625678,5.5218625,-3.5958378,-1.2090575,4
1.3825161,2.6805797,2.6805797,-0.69619524,-1.8394384,-8.143283,0.23347493,2
2.545884,0.025657622,0.025657622,0.65751,0.9512358,-9.429754,0.9594765,6
-1.4835379,-0.45508868,-0.45508868,-4.5412717,0.98554236,14.369765,-2.1160696,5
-0.052873906,1.9764184,1.9764184,-0.42943045,0.01145969,-8.083107,0.40253955,4
-0.24411964,-0.92643887,-0.92643887,4.88047,-0.9029908,-2.498144,0.51246864,3
1.5378071,1.3241638,1.3241638,-0.58302003,0.27266926,-7.3791966,-0.029076613,0
0.90175635,-0.11880529,-0.11880529,0.792511,3.428717,-3.340617,-1.27108,4
3.6197598,9.7123324e-05,9.7123324e-05,0.8247273,0.33393398,-8.771108,1.8263433,6
-0.54428244,-0.42310464,-0.42310464,0.852657,2.7396326,-3.3685822,-0.24298255,4
-0.03693402,1.3822415,1.3822415,-0.8063507,-0.7075092,-10.684599,1.5167437,1
1.0642958,-1.1277701,-1.1277701,-1.4812472,2.341123,-3.9735887,-0.2797998,1
4.435378,0.94533414,0.94533414,-1.9713498,-1.5906384,-12.356303,0.9939277,0
1.756578,-1.6496121,-1.6496121,0.015145451,-0.2888678,-1.3498162,0.4765952,0
0.13109529,2.1908917,2.1908917,-0.42491138,-0.065198176,-7.6683383,0.6167707,6
0.6952409,0.26928326,0.26928326,-0.8803483,-0.08848968,-4.430625,2.6512487,1
-1.1518757,1.5809103,1.5809103,3.7632651,0.7065639,-3.5281074,-0.14578764,2
1.8194228,-1.0968785,-1.0968785,-0.27247196,0.8031102,-4.021723,0.87147194,0
0.5648579,0.66291505,0.66291505,-1.0866563,-1.5303223,-1.8157946,0.9130192,1
-1.2010559,0.521706,0.521706,-0.7183836,0.92134583,4.558984,0.18509294,5
1.0428047,2.9334123,2.9334123,2.0403948,-0.9367113,-8.617138,-2.0261612,0
-0.3247588,1.4402955,1.4402955,0.29231003,3.8097727,-10.263456,-1.4926895,4
0.6762676,1.6189044,1.6189044,-1.5849645,0.9589623,-7.4254093,0.89127463,1
0.0029817114,-0.035502214,-0.035502214,-0.41620907,2.5985947,-5.9335847,0.7298577,4
0.55681324,0.1485334,0.1485334,-3.5445657,0.49480328,-2.1088994,0.0018061924,1
2.7810342,1.2337662,1.2337662,1.678021,1.663527,-6.605387,-0.694526,0
-0.13890694,0.06170712,0.06170712,-0.9885116,-0.9665989,3.1415904,1.4198943,5
0.9999057,3.007652,3.007652,-0.90857416,1.1578441,-8.607001,-1.1889297,4
2.0210776,0.3640862,0.3640862,-0.5105093,-0.3224581,-3.4328492,-0.3225801,0
2.7251022,2.2682498,2.2682498,-2.0805583,1.1339964,-11.557829,1.9053159,6
0.12712842,1.1321918,1.1321918,0.10611042,2.761132,-7.5272307,0.45074633,4
2.736718,0.80216277,0.80216277,0.48948383,-0.5816332,-4.345048,-0.7853583,0
0.8703292,1.254575,1.254575,-0.2077627,-1.0007446,-5.8841267,1.6157477,0
1.556977,1.6630348,1.6630348,1.7136072,0.5852017,-9.775246,1.2194169,4
3.4654503,-0.92465645,-0.92465645,-1.2188698,0.50399095,-5.479718,2.4432576,0
4.0062637,0.057738345,0.057738345,-0.802906,-2.3881686,-3.419892,0.45477864,0
2.2103143,1.020478,1.020478,-1.2084491,0.26272333,-2.676748,-0.9731552,0
-0.28607064,2.9349663,2.9349663,2.5432532,0.329967,-2.7031646,-2.4406862,2
1.9663606,0.31663135,0.31663135,-0.39279974,-0.111960426,-9.400565,1.9066695,6
1.2037657,2.682073,2.682073,-0.4839248,0.17379555,-7.991405,-0.115606524,2
0.81814253,1.4361932,1.4361932,0.30479175,1.1269374,-7.458641,-0.42758787,2
0.24918616,1.0887126,1.0887126,0.5205959,1.2341126,-1.5236408,-1.4668226,2
2.4631546,0.6445635,0.6445635,-1.3496122,-0.110799745,-1.1611677,-0.54137987,0
0.5962868,0.32636553,0.32636553,-1.7125709,0.05800334,-5.1710854,0.8009428,1
1.6895041,0.93790376,0.93790376,-0.45643708,0.75255674,-6.701727,1.2268374,6
1.5881904,0.93274236,0.93274236,-0.34546697,1.5936455,-7.059712,0.15440112,0
0.92337495,1.128118,1.128118,-3.0656757,-0.21724802,-3.9056714,1.5644859,6
3.540951,-0.17169754,-0.17169754,-1.4791858,1.4115133,-19.10987,4.9774647,4
1.3013351,2.4741411,2.4741411,-2.3300128,-0.1416993,-4.4602976,0.5063443,2
2.5013351,-0.58094174,-0.58094174,-1.2693641,-0.027393688,-2.1986055,0.7994031,0
0.06451411,0.17078115,0.17078115,1.7506459,-0.2766234,-7.613731,2.5340283,3
2.6498885,-0.47374403,-0.47374403,-0.8106085,-0.45860305,-5.067576,2.0015388,0
-0.5845818,0.95757073,0.95757073,-2.3699484,1.92851,-5.2607913,1.2215468,6
0.7123858,-0.012121703,-0.012121703,-0.17737235,0.82032615,-5.114395,1.042451,6
1.46014,1.6856701,1.6856701,1.0232114,-0.5651314,-13.918221,0.42041752,1
0.57795346,1.2416672,1.2416672,-2.6811657,0.63341486,6.4684577,-0.4848724,5
1.0970281,-0.09787622,-0.09787622,-0.86159676,4.5787563,-3.7727942,-1.7009165,4
2.6378582,0.6070568,0.6070568,-2.1783254,0.4178898,-5.261891,-0.36048427,0
-0.016467389,0.050992962,0.050992962,0.6949567,1.0712084,-2.4089737,-1.0546334,6
-1.2478017,-0.9890582,-0.9890582,-0.3639878,-1.9621872,-1.0861945,2.3751876,6
-0.011024771,1.1600969,1.1600969,1.7878484,0.76191574,-7.310219,-0.7911504,1
0.5655896,-0.15024066,-0.15024066,-0.40139627,-0.8659996,-5.955756,1.8881977,6
-0.3024722,3.1038632,3.1038632,0.51481736,1.3748856,-5.6412063,-0.2181113,4
0.07616824,4.216647,4.216647,0.117430024,1.9289929,-3.2340894,-2.4386466,2
2.2581856,1.7556041,1.7556041,-0.633875,-0.08518483,-4.321978,0.024973355,0
1.6606052,-0.95416737,-0.95416737,1.5973842,1.1365108,-3.322787,-0.3540947,3
0.5166978,0.5809364,0.5809364,-0.04159502,0.91056514,-1.3749123,0.8765524,4
-0.21697384,1.1885478,1.1885478,-0.7769553,-0.16599852,-2.5381718,-0.69519573,2
0.56365824,1.1325085,1.1325085,-1.4151306,1.973673,-6.095418,-0.08921177,4
3.835684,0.17012413,0.17012413,-2.9016027,0.6072137,-8.55029,2.6772869,0
2.601419,-0.8257763,-0.8257763,-1.0448151,-2.2168617,-1.506864,0.68890893,0
-1.1732444,2.86548,2.86548,-0.13130738,-0.93698,-3.564041,1.7315445,2
-3.2571478,-1.7150788,-1.7150788,-1.6100447,3.6067414,12.509214,-0.5211269,5
2.0089552,-0.71776444,-0.71776444,-0.69504154,2.1227937,-6.9197793,0.8968458,4
2.1644666,1.5073016,1.5073016,-1.8927627,0.97899735,-5.230383,0.80163896,0
2.1884074,1.510197,1.510197,-0.90715224,-1.1126242,-11.084316,0.36262774,0
1.1574974,0.26040024,0.26040024,-0.0027829106,-1.1179155,-2.895249,1.1031097,0
1.0884055,0.9967087,0.9967087,0.11494969,1.0691358,-4.939643,1.2312301,0
1.8979099,2.2296898,2.2296898,-0.36582002,0.7953725,-10.531364,0.6409706,0
1.0795469,1.9298552,1.9298552,-0.64661306,1.4703538,-9.61034,0.96688426,2
0.3809836,0.95296645,0.95296645,-0.5130437,1.2682644,-6.3778944,1.2666214,4
0.2364468,1.5120859,1.5120859,-2.0439925,-0.8036217,-5.614241,3.0656214,6
1.5948131,0.98822206,0.98822206,-0.71094143,0.99023396,-0.30560443,-1.5960162,2
0.7897705,0.98408633,0.98408633,0.27577123,6.2549057,-9.871043,-2.465114,4
2.2470598,2.8531475,2.8531475,0.2863328,1.2976792,-17.669033,-0.03977149,2
2.971757,0.8238171,0.8238171,-0.43241763,-0.70356375,-8.473711,1.0375139,0
1.7486632,1.3842384,1.3842384,1.3201151,0.30623507,-5.2497973,-0.2726547,0
0.23557207,-0.10162352,-0.10162352,0.4177336,1.4090754,-3.3128214,-1.0535992,3
1.6446321,0.61142844,0.61142844,-0.028313145,-0.65505755,-7.9584155,1.4376913,1
1.8387096,0.53266984,0.53266984,-1.0455673,2.1123435,-7.0309587,0.17268069,0
1.0451956,1.8773919,1.8773919,0.08829727,0.49853373,-6.402764,0.9652084,2
1.3795066,0.41860145,0.41860145,-1.7441597,1.6850574,-12.856464,4.449221,6
-1.341794,-0.4666584,-0.4666584,-2.5369623,1.7876127,-1.1998937,0.86183065,4
0.079298206,1.7865841,1.7865841,0.07684418,2.3994505,-2.3311036,-0.7346426,2
0.8012779,2.1421187,2.1421187,-0.77897006,0.21812098,-1.4411703,0.2464604,2
2.002429,1.3318195,1.3318195,0.034539558,-0.28134528,-7.7761445,1.4135177,6
1.7384746,0.67493546,0.67493546,-1.7132648,0.6015952,-3.7516704,1.0651046,0
3.0438356,2.360723,2.360723,-0.19451623,-1.6507831,-5.481061,0.41288224,2
3.261141,2.278342,2.278342,-2.7395964,-0.094940394,-2.347526,0.15243922,0
2.5313733,1.9721344,1.9721344,-2.1259189,0.89716846,-3.861784,-0.78393835,4
0.39852992,1.5955453,1.5955453,-0.9942586,1.9105116,-9.550957,2.5675962,6
-1.4704058,1.1245664,1.1245664,1.8738055,-0.06430195,-4.464492,0.38461342,2
1.1658827,0.8861049,0.8861049,-1.2211113,0.1318054,-6.2959995,0.19227874,1
0.39229935,0.69590074,0.69590074,0.22704601,0.7878661,-9.340351,2.1777751,6
0.5892989,0.043154705,0.043154705,-1.5131415,-0.45219696,9.980465,-1.5408416,5
1.7132313,1.585997,1.585997,-0.39906228,-0.38483095,-11.333638,3.3987694,6
2.2080042,1.8927987,1.8927987,-2.1526322,0.31676608,-7.3453975,0.101224735,1
1.1160804,2.665794,2.665794,-1.2245914,0.015119944,-4.051337,0.6411766,6
0.769427,-0.76106393,-0.76106393,-0.029510722,1.1706326,-1.6117249,-0.2007092,6
-1.2116011,5.590928,5.590928,0.27042085,-0.53505826,-6.5411406,1.3758056,2
1.2718831,0.98802674,0.98802674,-2.0690129,1.1909548,-7.699033,0.25658545,4
0.77257854,0.75003314,0.75003314,-0.52895474,0.03334291,-7.4259977,1.655831,4
1.2434696,2.8969615,2.8969615,-1.9164815,-0.15047391,-5.5762877,1.246053,6
3.4007416,0.39901575,0.39901575,-1.6894542,1.6362941,-0.744987,0.4433021,0
1.3407701,1.9397141,1.9397141,-1.083541,-0.9458939,0.94853765,0.035376407,5
1.6882563,0.45463043,0.45463043,1.5644226,0.34656817,-7.5851293,0.5523211,0
2.0846474,1.4545757,1.4545757,0.85659033,-1.7663385,-5.042389,0.26556516,0
2.1536915,1.2930015,1.2930015,-1.4615142,2.4675684,-9.33384,0.60425645,2
0.050618004,1.6510016,1.6510016,1.956734,3.1283948,-9.760178,-1.031886,4
1.4226623,-1.07014,-1.07014,-1.3274645,1.0949855,-3.2560897,0.12110739,0
2.6521633,1.5431479,1.5431479,1.0337437,-1.22613,-7.5082326,-0.7511337,0
1.2644376,0.503686,0.503686,1.0959008,1.2406226,-7.5829372,-0.50713146,0
0.06074864,2.4177806,2.4177806,0.2247601,1.3296051,-4.29665,-0.09415082,4
2.002429,1.3318195,1.3318195,0.034539558,-0.28134528,-7.7761445,1.4135177,2
2.300904,-0.94902766,-0.94902766,0.48805183,-0.7149185,-2.406597,-0.6484064,0
-0.14186622,1.027723,1.027723,-2.0184574,0.9473685,-1.725527,0.3141715,4
0.8583273,0.9865399,0.9865399,-1.8036927,0.27681136,-6.9692235,2.5339582,0
1.2240127,-0.44043237,-0.44043237,0.0103533715,0.49808484,-4.972384,0.6841145,0
0.43928653,-0.4950883,-0.4950883,-2.1194441,1.2381295,-0.5340823,0.905586,4
-1.2109438,0.2690593,0.2690593,-0.67017335,0.2966023,6.9667354,-2.8201244,5
-0.09021074,2.2049165,2.2049165,-0.28526315,-1.0547835,-9.537241,2.6856217,1
0.5425688,1.5885247,1.5885247,1.3478155,0.30196357,-6.843662,-0.61141634,2
0.8281694,-0.92496234,-0.92496234,-2.2904046,3.5386395,-3.2326875,1.6965142,4
1.8249143,2.5228112,2.5228112,-1.1558573,-0.74441254,-6.6813684,0.41345638,2
0.638189,2.2261212,2.2261212,0.23994169,-1.2284797,-8.618461,0.17413253,1
1.0055999,2.177653,2.177653,-1.7323802,-0.19547169,-5.5723615,-0.115223005,4
1.0047082,0.4567986,0.4567986,-2.0173717,-0.802382,-4.4114237,1.3945136,6
0.37386563,4.702871,4.702871,0.40622675,-0.8407838,-10.284904,-0.3047219,2
1.0898827,-1.2520055,-1.2520055,0.7981524,1.3064637,-6.756991,-0.50423086,0
0.9225881,-0.5434549,-0.5434549,-0.8654816,3.0037146,-3.218334,-0.5220879,0
-0.07270399,1.2991511,1.2991511,-2.2936673,0.86169493,-4.1669545,-0.9998056,1
1.5112766,1.4527061,1.4527061,-1.1607437,1.7153745,-8.437085,-0.95777094,4
-0.26155567,0.9621439,0.9621439,3.5648732,0.9335409,-8.859472,-0.78526396,3
2.2232893,0.20278332,0.20278332,-1.7639166,0.6083318,-6.8966565,2.7014308,0
1.2037657,2.682073,2.682073,-0.4839248,0.17379555,-7.991405,-0.115606524,1
1.7540265,1.4995714,1.4995714,-0.19639327,1.1609198,-10.181356,0.4974518,6
1.0137485,0.3366179,0.3366179,-1.0252242,2.1742296,-8.725875,1.0112385,4
2.6234863,0.9136131,0.9136131,1.9576672,-0.23263894,-12.122158,-0.004167575,0
0.8585353,0.9848403,0.9848403,-2.0333757,1.4840094,-13.154911,2.1012871,0
-0.56529593,1.2537614,1.2537614,-0.97460204,1.2458019,-1.2076412,0.5623517,4
1.6214893,0.5039449,0.5039449,-3.4083667,1.5260136,-3.6900828,-1.1034868,4
3.4289753,-0.23920214,-0.23920214,-1.7755916,0.97437423,-3.0597916,-0.12374964,0
1.5197977,-0.84846056,-0.84846056,-0.24758995,-0.1906032,-1.8541011,-0.5309881,0
0.97915214,3.1176732,3.1176732,-0.011869483,-1.2078902,-3.3970847,-0.8865687,2
-1.0689969,2.0216744,2.0216744,1.2118895,0.92800725,-4.0222306,-0.9730613,2
0.95729154,1.2023923,1.2023923,-1.1328335,-0.23304735,-9.093443,1.606254,4
-0.10262667,2.469189,2.469189,3.0459926,-0.074872054,-10.016457,0.82440394,3
0.041501705,1.4343148,1.4343148,-0.39697206,-0.32358932,-0.99236655,-0.014637664,2
2.0584676,1.3554847,1.3554847,0.0430985,-1.9286553,-7.941558,1.9236226,0
2.8104336,1.1805016,1.1805016,0.7044534,-1.0682757,-11.260317,2.621421,6
2.4553995,2.960736,2.960736,1.1953447,-0.028831448,-12.160373,0.26188508,3
-0.1110402,0.18921383,0.18921383,-1.4060875,0.9212392,-4.6380544,1.3153013,4
-0.06046955,1.9908277,1.9908277,-1.3457063,2.2973952,-7.908351,-0.4810541,4
3.2009373,1.5248383,1.5248383,-1.6552045,0.21139386,-1.1346377,-2.0177739,0
1.5089523,1.8029128,1.8029128,-0.26552087,1.9422938,-5.3068433,-1.1436565,0
1.6167235,1.8507704,1.8507704,-0.10590565,-1.5218649,-2.762347,0.69781834,6
1.0691595,1.7814353,1.7814353,-0.571842,-0.027829077,-4.025974,1.3413562,6
1.1527331,3.113155,3.113155,0.22940214,0.25783923,-7.08525,-0.12804367,2
1.0369607,1.1983932,1.1983932,-0.005040131,-0.2507768,2.6515322,-1.1602014,5
-0.99333733,2.295677,2.295677,-1.1617199,1.4725447,0.49351585,1.6800668,4
1.538851,0.1548486,0.1548486,0.40696463,-1.4190357,-12.025967,2.7728288,1
0.41862214,1.5201825,1.5201825,0.35473698,0.03880468,-1.5659184,-0.9821905,4
1.6015657,2.3733168,2.3733168,-0.66987735,0.5028617,-6.2029467,-0.96229386,2
0.90661746,1.4082866,1.4082866,-0.41819203,1.8144846,-2.1152725,-0.7611019,4
1.633647,0.5841171,0.5841171,0.35851884,1.7882895,-10.25001,1.0022224,0
-0.26400745,2.292838,2.292838,-5.431495,0.09047198,11.643108,0.60004705,5
2.0232434,-0.24679336,-0.24679336,0.6412075,-1.1373574,-2.2204597,0.844033,0
0.077882774,1.6444713,1.6444713,-1.4066931,0.21452712,-4.1823764,-1.418978,2
1.5285894,0.8074042,0.8074042,0.5524822,-1.7473408,-11.303207,2.624658,6
3.205538,0.6706994,0.6706994,-2.7910342,0.7008926,-6.6545115,0.05349356,0
2.8040578,0.8684804,0.8684804,-2.4375088,0.6287549,-4.0365753,0.6886083,0
1.5479392,-0.44319916,-0.44319916,-0.3875742,1.450378,-4.8872046,-0.8774845,0
-0.8720865,-0.037425775,-0.037425775,-0.0127677545,3.3356829,0.025067857,-0.5933419,4
2.710538,3.3081484,3.3081484,0.9351608,-1.406847,-9.260896,0.29669878,2
0.3471552,0.23639245,0.23639245,-2.41869,1.8366058,-4.276446,0.3652561,4
-0.43406564,-0.87788516,-0.87788516,-1.5374095,2.4742632,-3.355903,1.6013948,6
-0.20561543,2.6663158,2.6663158,-1.6628451,-0.25414115,-6.83332,1.0020713,1
1.6980475,0.06453386,0.06453386,-1.0983232,1.7446067,-3.8967345,0.9494262,0
0.105306484,1.866012,1.866012,-1.4302382,0.40590262,-4.786476,0.83924145,2
1.7113012,-0.20880175,-0.20880175,-0.66657317,-1.0719627,-4.4170923,0.5390046,0
1.7338053,1.2106367,1.2106367,-1.4937927,-0.16200271,-5.9442043,1.3954936,6
0.46064466,2.11702,2.11702,-1.1865495,-0.10375551,-5.3684845,0.6684076,2
1.1017226,1.6499249,1.6499249,-0.922558,-0.18649608,-7.8190613,1.6881679,4
2.884185,0.6039043,0.6039043,1.9819915,-2.0666904,-7.6527977,0.034320317,3
0.21628726,1.2357426,1.2357426,-3.1879764,2.4596312,-2.3724048,0.16078265,4
1.5751914,1.6710759,1.6710759,-0.8161124,0.3734028,-7.242816,-0.01268708,0
0.5048269,0.8687038,0.8687038,0.68861836,-0.24733701,-8.427215,1.8689064,2
1.7230209,0.42765057,0.42765057,1.9534957,-1.1727052,-10.393759,-0.44724202,1
2.1106794,-0.6547308,-0.6547308,-2.6025019,1.7554619,0.4893306,0.44197187,4
-0.46528137,0.58395743,0.58395743,-0.6319491,-0.13319428,-5.5821004,2.3187375,6
-1.154238,0.9865434,0.9865434,0.9186365,3.6527467,-5.209875,-0.85159296,4
1.9162587,-0.47391978,-0.47391978,-0.81669873,1.0799345,-2.7879794,-2.0668237,0
1.5994005,-1.3649763,-1.3649763,-0.38491338,1.9557046,-3.4136345,-0.119831234,4
1.5371844,1.5053952,1.5053952,-2.1079786,0.62509006,-3.3370316,1.2621388,0
5.4862766,0.2864524,0.2864524,-2.9675438,-1.0162799,-7.3406076,1.0956811,0
-0.4363053,-0.055727642,-0.055727642,-1.6926544,3.4407883,-0.92868745,-1.3352108,4
1.8666347,0.40743288,0.40743288,-1.759351,-1.93958,-0.2541839,0.35320255,0
2.8489199,0.63688546,0.63688546,0.8757531,0.5944046,-3.8846889,-0.6457392,0
2.8803313,0.63753843,0.63753843,0.10598879,1.5119013,-10.30178,2.2488036,0
2.5474303,-0.5380174,-0.5380174,-1.1697628,-1.0471082,-6.3066335,3.1024032,6
1.1160804,2.665794,2.665794,-1.2245914,0.015119944,-4.051337,0.6411766,0
3.142606,2.778043,2.778043,-1.6030489,1.0228451,-10.293349,2.9931312,6
0.14466456,2.3907108,2.3907108,-0.8684847,-1.418225,-6.841833,2.2460167,3
0.9135591,0.04306094,0.04306094,-0.58133316,-0.89012676,1.2499559,-0.17014365,2
2.1082425,-0.6366826,-0.6366826,2.0656133,1.6816614,-4.265761,0.14261006,3
1.5034788,1.6411564,1.6411564,-1.7019157,0.1453587,-4.321585,0.22801328,0
-0.03254613,-0.088925846,-0.088925846,-1.4977896,0.8892082,-2.3827546,0.2794146,6
1.3401409,0.74061054,0.74061054,-2.46356,0.76360095,-3.882775,0.8293134,0
1.1886624,2.246148,2.246148,1.0941079,0.1884125,-4.954714,0.41714874,0
1.4277209,1.7185355,1.7185355,-1.1192333,0.28747153,-6.1346316,0.5125789,1
-0.48259538,0.7346088,0.7346088,-0.6774956,0.30689406,-9.848608,1.8652084,6
1.6636837,0.2467871,0.2467871,1.3663687,0.3971085,-11.7063265,1.4576144,3
1.3697649,0.13496073,0.13496073,-1.1533097,-1.2508007,-4.4888363,3.3831675,6
0.8760488,1.5855469,1.5855469,2.2673113,-0.798051,-5.308524,0.41718274,3
